Datetime,value,rolling_mean,rolling_std,z_score,anomaly
2011-11-12,239392.0,248325.23333333334,17347.052850523884,-0.5149712409542554,False
2011-11-13,221241.0,247423.5,18038.128201597294,-1.4515086990944834,False
2011-11-14,256049.0,248515.83333333334,17510.09030104051,0.4302186075087808,False
2011-11-15,259336.0,250099.63333333333,16174.565534821879,0.5710426438831937,False
2011-11-16,267026.0,250771.8,16451.95663743428,0.9879797496557766,False
2011-11-17,277709.0,251487.7,17150.211634665353,1.5289199083117693,False
2011-11-18,274764.0,251905.6,17568.56261582673,1.3010967658451402,False
2011-11-19,243681.0,251194.13333333333,17450.73580453151,-0.43053389940052633,False
2011-11-20,229156.0,250273.56666666668,17869.69067652629,-1.1817533413942534,False
2011-11-21,263549.0,251343.83333333334,17663.18687042511,0.6909945954941317,False
2011-11-22,270782.0,253131.7,16774.481280124848,1.0522113742445705,False
2011-11-23,262722.0,253610.43333333332,16838.423434849294,0.5411175637624788,False
2011-11-24,223483.0,252492.63333333333,17695.719185204845,-1.6393588206117047,False
2011-11-25,226471.0,251502.63333333333,18303.20102677274,-1.3676095944484616,False
2011-11-26,226966.0,250514.0,18810.94117244327,-1.2518246580078725,False
2011-11-27,232626.0,249750.73333333334,19063.50267220983,-0.8982994168378737,False
2011-11-28,273120.0,251165.06666666668,19174.244395369304,1.1450220869530363,False
2011-11-29,282616.0,253115.1,19302.73698361552,1.5283273053474666,False
2011-11-30,281925.0,254094.76666666666,20005.30568879957,1.3911426181762738,False
2011-12-01,279443.0,254775.13333333333,20519.48200551686,1.202168098592083,False
2011-12-02,276835.0,255480.0,20911.408011764783,1.021212918230358,False
2011-12-03,251510.0,255059.86666666667,20858.50702948004,-0.17018795552574886,False
2011-12-04,239006.0,254438.9,21055.566455993918,-0.7329605704151783,False
2011-12-05,276942.0,255899.36666666667,21045.939610820813,0.999842901882804,False
2011-12-06,283740.0,258240.9,20049.43721000538,1.2718112599826519,False
2011-12-07,286449.0,259342.33333333334,20672.607251499023,1.311235991517281,False
2011-12-08,289215.0,260178.4,21368.523039016593,1.3588491795610929,False
2011-12-09,289845.0,260965.23333333334,22023.96068968833,1.3112885131595897,False
2011-12-10,278834.0,261120.06666666668,22136.174252728128,0.8002256004625642,False
2011-12-11,257528.0,260732.03333333333,22092.202263715968,-0.14503005608434072,False
2011-12-12,283044.0,262187.1,22075.737101530256,0.9447883848260838,False
2011-12-13,281441.0,264193.76666666666,20931.855870540352,0.8239705757580349,False
2011-12-14,282294.0,265068.6,21127.246942082664,0.8153168298368927,False
2011-12-15,280236.0,265765.26666666666,21275.76192879098,0.6801511213448539,False
2011-12-16,286695.0,266420.9,21616.28693170522,0.9379085346180976,False
2011-12-17,270817.0,266191.1666666667,21528.628199299998,0.21486893129046294,False
2011-12-18,252962.0,265464.43333333335,21597.131252159525,-0.5788932422255486,False
2011-12-19,274198.0,266481.6666666667,21251.661663768347,0.3630931762144877,False
2011-12-20,282756.0,268268.3333333333,20234.183930501124,0.7159995538455047,False
2011-12-21,280996.0,268849.9,20344.29393754568,0.5970273550552756,False
2011-12-22,282903.0,269253.93333333335,20503.72371551849,0.6656872115544648,False
2011-12-23,272792.0,269589.6,20475.510603039642,0.15640147208463845,False
2011-12-24,247154.0,270378.63333333336,19043.516296364527,-1.2195559355688437,False
2011-12-25,227882.0,270425.6666666667,18932.754950693383,-2.2470932929445957,False
2011-12-26,242379.0,270939.43333333335,17893.344254187556,-1.5961484296961084,False
2011-12-27,269994.0,272185.0333333333,16370.08455201884,-0.13384373955864,False
2011-12-28,281205.0,272454.5333333333,16452.35242320949,0.531867203034279,False
2011-12-29,267937.0,271965.23333333334,16357.73293390003,-0.24625865635605051,False
2011-12-30,260491.0,271250.76666666666,16375.796453773431,-0.6570530292703607,False
2011-12-31,243257.0,270044.56666666665,17069.55881635709,-1.5693180447638269,False
2012-01-01,237456.0,268731.93333333335,18017.17553342687,-1.7358954668176372,False
2012-01-02,269228.0,269322.5333333333,17721.141334251653,-0.005334494632724942,False
2012-01-03,299708.0,271345.93333333335,17605.334830050157,1.6109927439866731,False
2012-01-04,290869.0,271810.1666666667,17938.453602831425,1.062456873669704,False
2012-01-05,280656.0,271707.36666666664,17876.45940120707,0.5005819738963031,False
2012-01-06,266330.0,271036.73333333334,17680.66747439831,-0.26620789855070287,False
2012-01-07,245699.0,269586.2,17921.28767964425,-1.3328952934075209,False
2012-01-08,240921.0,267955.4,18237.4127259858,-1.4823593897987366,False
2012-01-09,276483.0,267877.0333333333,18194.054778271126,0.4730098249975946,False
2012-01-10,272201.0,268366.13333333336,18103.250690631052,0.21183304215365545,False
2012-01-11,269402.0,267911.4,17891.948352108007,0.08331121746304147,False
2012-01-12,285762.0,268055.43333333335,18021.54279377417,0.9825222440324958,False
2012-01-13,300123.0,268649.73333333334,18785.08250040824,1.6754393634407878,False
2012-01-14,277115.0,268545.7,18727.25736892849,0.45758435585008966,False
2012-01-15,263260.0,267764.5333333333,18430.512352287813,-0.2444063001197126,False
2012-01-16,279439.0,268051.93333333335,18546.611771488515,0.6139701853344368,False
2012-01-17,289315.0,269263.7,18713.52820665832,1.0714868825679642,False
2012-01-18,303730.0,270248.1,19731.119494517123,1.6969082777743028,False
2012-01-19,308829.0,271117.2,20843.897194011002,1.8092489925941286,False
2012-01-20,318022.0,272351.4,22480.908023445973,2.031528261775228,False
2012-01-21,279644.0,272242.76666666666,22435.991142133702,0.32988216506442547,False
